method,dataset,n_clusters,top_k,test_accuracy,confidence,negative_f1,positive_f1,elapsed
MainApproch_PCA,imdb,1024,128,0.49468,0.2548821722028831,0.3583075125717478,0.5832481113713589,0.5156288146972656
MainApproch_PCA,imdb,1024,256,0.49436,0.2548821722028831,0.3794000687318965,0.5733859808983836,0.5430607795715332
MainApproch_PCA,imdb,1024,512,0.49312,0.2548821722028831,0.45748779861289496,0.5243600330305533,0.5867972373962402
MainApproch_PCA,sst2,2,1,0.5091743119266054,0.09945421204433369,0.0,0.6747720364741641,0.009864091873168945
MainApproch_PCA,sst2,4,1,0.536697247706422,0.09108621644587792,0.48337595907928393,0.5800415800415801,0.016814470291137695
MainApproch_PCA,sst2,4,2,0.5091743119266054,0.09108621644587792,0.0,0.6747720364741641,0.01005101203918457
MainApproch_PCA,sst2,8,1,0.463302752293578,0.12309946565575455,0.27554179566563464,0.5737704918032788,0.016542673110961914
MainApproch_PCA,sst2,8,2,0.5091743119266054,0.12309946565575455,0.0,0.6747720364741641,0.014646768569946289
MainApproch_PCA,sst2,8,4,0.5091743119266054,0.12309946565575455,0.0,0.6747720364741641,0.0169217586517334
MainApproch_PCA,sst2,16,1,0.43577981651376146,0.13821227939581932,0.30898876404494385,0.5232558139534884,0.007390737533569336
MainApproch_PCA,sst2,16,2,0.45298165137614677,0.13821227939581932,0.12154696132596685,0.6028309741881765,0.007318019866943359
MainApproch_PCA,sst2,16,4,0.5091743119266054,0.13821227939581932,0.0,0.6747720364741641,0.007320404052734375
MainApproch_PCA,sst2,16,8,0.5091743119266054,0.13821227939581932,0.0,0.6747720364741641,0.0073010921478271484
MainApproch_PCA,sst2,32,1,0.4243119266055046,0.1503700287464272,0.2347560975609756,0.5386029411764706,0.007282733917236328
MainApproch_PCA,sst2,32,2,0.4231651376146789,0.1503700287464272,0.13722126929674097,0.5667527993109388,0.007488727569580078
MainApproch_PCA,sst2,32,4,0.4288990825688073,0.1503700287464272,0.10752688172043011,0.5801011804384486,0.007490634918212891
MainApproch_PCA,sst2,32,8,0.4541284403669725,0.1503700287464272,0.0703125,0.6136363636363636,0.007548332214355469
MainApproch_PCA,sst2,32,16,0.5091743119266054,0.1503700287464272,0.0,0.6747720364741641,0.007517576217651367
